source,input_text,output_text,normalized_input,structured_text
gretelai/symptom_to_diagnosis,"I've been feeling really tired and weak, and I can't seem to get enough sleep. I also have a rash on my neck that itches really bad.",dengue,i ve been feeling really tired and weak and i can t seem to get enough sleep i also have a rash on my neck that itches really bad,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really tired and weak, and I can't seem to get enough sleep. I also have a rash on my neck that itches really bad.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a rash on my skin that is red, raised, and filled with fluid. It is painful to touch and I have a fever.",impetigo,i have a rash on my skin that is red raised and filled with fluid it is painful to touch and i have a fever,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my skin that is red, raised, and filled with fluid. It is painful to touch and I have a fever.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"My neck is really stiff, and my muscles are weak. My joints are swollen, and it's hard for me to move without getting stiff. Walking is also unpleasant.",arthritis,my neck is really stiff and my muscles are weak my joints are swollen and it s hard for me to move without getting stiff walking is also unpleasant,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My neck is really stiff, and my muscles are weak. My joints are swollen, and it's hard for me to move without getting stiff. Walking is also unpleasant.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having headaches, chest discomfort, dizziness, and difficulty concentrating.",hypertension,i ve been having headaches chest discomfort dizziness and difficulty concentrating,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having headaches, chest discomfort, dizziness, and difficulty concentrating.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have rashes and skin irritations especially in the folds of my skin. My cuts and bruises don't heal very quickly either.,diabetes,i have rashes and skin irritations especially in the folds of my skin my cuts and bruises don t heal very quickly either,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have rashes and skin irritations especially in the folds of my skin. My cuts and bruises don't heal very quickly either.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I'm feeling sick, shaky, and nauseous. I have a sore throat that makes it hard to breathe. I occasionally have chest pains at night and sometimes feel sick.",allergy,i m feeling sick shaky and nauseous i have a sore throat that makes it hard to breathe i occasionally have chest pains at night and sometimes feel sick,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm feeling sick, shaky, and nauseous. I have a sore throat that makes it hard to breathe. I occasionally have chest pains at night and sometimes feel sick.
POSSIBLE_CONDITION: allergy
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having back pain, a persistent cough, and numbness in my arms and legs. I've also had trouble staying balanced and experiencing dizziness. My neck hurts, too.",cervical spondylosis,i ve been having back pain a persistent cough and numbness in my arms and legs i ve also had trouble staying balanced and experiencing dizziness my neck hurts too,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having back pain, a persistent cough, and numbness in my arms and legs. I've also had trouble staying balanced and experiencing dizziness. My neck hurts, too.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"My skin has been acting up recently, it's been itchy and I've been getting rashes. There are also some spots that are a different color than the rest of my skin, and I have these lumps or bumps that weren't there before.",fungal infection,my skin has been acting up recently it s been itchy and i ve been getting rashes there are also some spots that are a different color than the rest of my skin and i have these lumps or bumps that weren t there before,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My skin has been acting up recently, it's been itchy and I've been getting rashes. There are also some spots that are a different color than the rest of my skin, and I have these lumps or bumps that weren't there before.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really tired and sick. My nose is running and I'm sneezing a lot. My head hurts and I feel like I have no energy. I also have a fever and feel like I'm burning up.,common cold,i ve been feeling really tired and sick my nose is running and i m sneezing a lot my head hurts and i feel like i have no energy i also have a fever and feel like i m burning up,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really tired and sick. My nose is running and I'm sneezing a lot. My head hurts and I feel like I have no energy. I also have a fever and feel like I'm burning up.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having eyesight problems, increased appetite, a sore neck, melancholy, irritability, and regular headaches, as well as acid reflux, indigestion, and frequent dizziness. These symptoms have made my regular activities more difficult and have caused me a great deal of distress.",migraine,i ve been having eyesight problems increased appetite a sore neck melancholy irritability and regular headaches as well as acid reflux indigestion and frequent dizziness these symptoms have made my regular activities more difficult and have caused me a great deal of distress,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having eyesight problems, increased appetite, a sore neck, melancholy, irritability, and regular headaches, as well as acid reflux, indigestion, and frequent dizziness. These symptoms have made my regular activities more difficult and have caused me a great deal of distress.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"My genitals are red and irritated. It is often itchy, burning, and painful. I also have rashes on other parts of my body and my joints hurt.",psoriasis,my genitals are red and irritated it is often itchy burning and painful i also have rashes on other parts of my body and my joints hurt,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My genitals are red and irritated. It is often itchy, burning, and painful. I also have rashes on other parts of my body and my joints hurt.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been itching a lot, and it's been accompanied with a rash that looks to be getting worse over time. There are also some patches of skin that are different colours from the rest of the skin, as well as some lumps that resemble little nodes.",fungal infection,i ve been itching a lot and it s been accompanied with a rash that looks to be getting worse over time there are also some patches of skin that are different colours from the rest of the skin as well as some lumps that resemble little nodes,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been itching a lot, and it's been accompanied with a rash that looks to be getting worse over time. There are also some patches of skin that are different colours from the rest of the skin, as well as some lumps that resemble little nodes.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"My muscles are weak and I have back pain. I've been feeling lightheaded and dizzy, and my neck hurts.",cervical spondylosis,my muscles are weak and i have back pain i ve been feeling lightheaded and dizzy and my neck hurts,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My muscles are weak and I have back pain. I've been feeling lightheaded and dizzy, and my neck hurts.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a high fever and a headache. I also have a lot of pain in my belly. I can't go to work because of this.,typhoid,i have a high fever and a headache i also have a lot of pain in my belly i can t go to work because of this,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a high fever and a headache. I also have a lot of pain in my belly. I can't go to work because of this.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling weak and achy lately, and my joints are swollen and stiff. It's hard to move around, and walking is especially painful.",arthritis,i ve been feeling weak and achy lately and my joints are swollen and stiff it s hard to move around and walking is especially painful,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling weak and achy lately, and my joints are swollen and stiff. It's hard to move around, and walking is especially painful.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really tired and sick. My throat is really sore and I've been coughing a lot. My nose is really stuffy and I have a lot of pressure in my sinuses. I feel really miserable and exhausted.,common cold,i ve been feeling really tired and sick my throat is really sore and i ve been coughing a lot my nose is really stuffy and i have a lot of pressure in my sinuses i feel really miserable and exhausted,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really tired and sick. My throat is really sore and I've been coughing a lot. My nose is really stuffy and I have a lot of pressure in my sinuses. I feel really miserable and exhausted.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really itchy all over my body, and I have a rash that's red and inflamed.",chicken pox,i ve been feeling really itchy all over my body and i have a rash that s red and inflamed,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really itchy all over my body, and I have a rash that's red and inflamed.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth,peptic ulcer disease,i have difficulty swallowing food and often get a sensation of the food getting stuck in my throat i have constant belching and bloating there is a persitent sour taste in my mouth,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have pain in my abdomen, and often get feverish. I have sudden and strong urges to pee. The pain is almost constant, and often increases at night time. My pee almost always has a foul smell. I also feel like I'm not emptying my bladder completely.",urinary tract infection,i have pain in my abdomen and often get feverish i have sudden and strong urges to pee the pain is almost constant and often increases at night time my pee almost always has a foul smell i also feel like i m not emptying my bladder completely,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have pain in my abdomen, and often get feverish. I have sudden and strong urges to pee. The pain is almost constant, and often increases at night time. My pee almost always has a foul smell. I also feel like I'm not emptying my bladder completely.
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
